# time [s];Channel 0;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5
1.938000;0.451286;0.466011;-0.014725;-0.478318;-30.000000;0.003543
1.939000;0.451743;0.473991;-0.022248;-0.478353;-30.000000;-0.026168
1.940000;0.460258;0.479118;-0.018860;-0.478421;-30.000000;-0.050966
1.942000;0.472389;0.481331;-0.008942;-0.478503;-30.000000;-0.062209
1.943000;0.478004;0.479881;-0.001877;-0.478589;-30.000000;-0.063882
1.944000;0.475975;0.474678;0.001297;-0.478670;-30.000000;-0.061301
1.945000;0.460746;0.462882;-0.002136;-0.478755;-30.000000;-0.063332
1.947000;0.442695;0.455787;-0.013092;-0.478861;-30.000000;-0.079944
1.948000;0.423301;0.453269;-0.029969;-0.479020;-30.000000;-0.118836
1.949000;0.404593;0.448402;-0.043809;-0.479130;-30.000000;-0.082330
1.951000;0.396384;0.443641;-0.047257;-0.479322;-30.000000;-0.144242
1.952000;0.401694;0.441001;-0.039307;-0.479457;-30.000000;-0.101395
1.953000;0.417121;0.440314;-0.023194;-0.479507;-30.000000;-0.037634
1.954000;0.436271;0.443015;-0.006745;-0.479569;-30.000000;-0.046125
1.956000;0.447852;0.448310;-0.000458;-0.479630;-30.000000;-0.046121
1.957000;0.456184;0.457755;-0.001572;-0.479694;-30.000000;-0.047601
1.958000;0.464073;0.468055;-0.003983;-0.479764;-30.000000;-0.052277
1.960000;0.469886;0.473426;-0.003540;-0.479839;-30.000000;-0.056300
1.961000;0.477928;0.475410;0.002518;-0.479908;-30.000000;-0.052192
1.962000;0.486107;0.475471;0.010636;-0.479958;-30.000000;-0.037315
1.963000;0.490867;0.474708;0.016159;-0.479978;-30.000000;-0.015272
1.965000;0.481407;0.464134;0.017273;-0.479968;-30.000000;0.007962
1.966000;0.467536;0.451698;0.015839;-0.479929;-30.000000;0.028975
1.967000;0.462730;0.449073;0.013657;-0.479867;-30.000000;0.046797
1.968000;0.461097;0.449134;0.011963;-0.479784;-30.000000;0.062124
1.970000;0.455894;0.444984;0.010910;-0.479683;-30.000000;0.075843
1.971000;0.452903;0.443290;0.009613;-0.479566;-30.000000;0.087649
1.972000;0.450797;0.442741;0.008057;-0.479436;-30.000000;0.097223
1.974000;0.451011;0.443687;0.007324;-0.479295;-30.000000;0.105692
1.975000;0.452491;0.445624;0.006867;-0.479268;-30.000000;0.020105
1.976000;0.455711;0.450004;0.005707;-0.479232;-30.000000;0.027446
1.977000;0.462333;0.459831;0.002503;-0.479191;-30.000000;0.030417
1.979000;0.465537;0.468711;-0.003174;-0.479157;-30.000000;0.025780
1.980000;0.464973;0.472267;-0.007294;-0.479136;-30.000000;0.015711
1.981000;0.466697;0.474800;-0.008103;-0.479130;-30.000000;0.004698
1.983000;0.470222;0.475731;-0.005509;-0.479133;-30.000000;-0.002709
1.984000;0.472480;0.473640;-0.001160;-0.479139;-30.000000;-0.004219
1.985000;0.462577;0.462181;0.000397;-0.479144;-30.000000;-0.003634
1.986000;0.450492;0.454673;-0.004181;-0.479156;-30.000000;-0.009160
1.988000;0.438285;0.453101;-0.014817;-0.479194;-30.000000;-0.028794
1.989000;0.423270;0.449683;-0.026413;-0.479279;-30.000000;-0.063627
1.990000;0.412390;0.444022;-0.031632;-0.479419;-30.000000;-0.104955
1.991000;0.412268;0.441764;-0.029496;-0.479485;-30.000000;-0.049550
1.993000;0.420447;0.440986;-0.020539;-0.479587;-30.000000;-0.076274
1.994000;0.433188;0.442695;-0.009506;-0.479704;-30.000000;-0.087932
1.995000;0.444404;0.446677;-0.002274;-0.479824;-30.000000;-0.089791
1.997000;0.456916;0.455344;0.001572;-0.479939;-30.000000;-0.086499
1.998000;0.467124;0.466590;0.000534;-0.480052;-30.000000;-0.084633
1.999000;0.468498;0.473686;-0.005188;-0.480173;-30.000000;-0.090422
2.000000;0.469139;0.477394;-0.008255;-0.480306;-30.000000;-0.100223
2.002000;0.472343;0.479255;-0.006912;-0.480326;-30.000000;-0.014770
2.003000;0.474861;0.479210;-0.004349;-0.480353;-30.000000;-0.020372
2.004000;0.468772;0.470115;-0.001343;-0.480382;-30.000000;-0.021890
2.006000;0.453559;0.455192;-0.001633;-0.480414;-30.000000;-0.023775
2.007000;0.447593;0.448646;-0.001053;-0.480447;-30.000000;-0.024862
2.008000;0.453452;0.448402;0.005051;-0.480471;-30.000000;-0.017797
2.009000;0.456718;0.445014;0.011704;-0.480474;-30.000000;-0.001954
2.011000;0.456886;0.441703;0.015183;-0.480449;-30.000000;0.018315
2.012000;0.457237;0.441321;0.015915;-0.480397;-30.000000;0.039291
2.013000;0.458854;0.444053;0.014801;-0.480319;-30.000000;0.058502
2.015000;0.460563;0.447288;0.013275;-0.480218;-30.000000;0.075423
2.016000;0.462425;0.451011;0.011414;-0.480099;-30.000000;0.089636
2.017000;0.469337;0.459586;0.009751;-0.479963;-30.000000;0.101441
2.018000;0.476936;0.467903;0.009033;-0.479938;-30.000000;0.018800
2.020000;0.478187;0.471138;0.007050;-0.479901;-30.000000;0.027949
2.021000;0.477775;0.473747;0.004028;-0.479857;-30.000000;0.032947
2.022000;0.476387;0.475288;0.001099;-0.479812;-30.000000;0.033973
2.024000;0.474220;0.475334;-0.001114;-0.479769;-30.000000;0.032035
2.025000;0.459373;0.463096;-0.003723;-0.479734;-30.000000;0.026643
2.026000;0.443381;0.451423;-0.008042;-0.479713;-30.000000;0.015566
2.027000;0.435019;0.448600;-0.013581;-0.479716;-30.000000;-0.002749
2.029000;0.428412;0.447501;-0.019089;-0.479754;-30.000000;-0.028164
2.030000;0.419394;0.443122;-0.023728;-0.479833;-30.000000;-0.059426
2.031000;0.419913;0.441718;-0.021805;-0.479950;-30.000000;-0.087707
2.032000;0.425956;0.441093;-0.015137;-0.480093;-30.000000;-0.106720
2.034000;0.429694;0.442161;-0.012467;-0.480131;-30.000000;-0.028586
2.035000;0.431357;0.446067;-0.014710;-0.480194;-30.000000;-0.047818
2.036000;0.437186;0.453864;-0.016678;-0.480287;-30.000000;-0.069418
2.038000;0.446357;0.464744;-0.018387;-0.480411;-30.000000;-0.093008
2.039000;0.455177;0.472068;-0.016892;-0.480563;-30.000000;-0.114291
2.040000;0.464729;0.475700;-0.010971;-0.480609;-30.000000;-0.034062
2.041000;0.476967;0.478141;-0.001175;-0.480656;-30.000000;-0.035174
2.043000;0.484550;0.478279;0.006271;-0.480691;-30.000000;-0.026343
2.044000;0.480873;0.475013;0.005859;-0.480715;-30.000000;-0.018179
2.045000;0.462715;0.464332;-0.001617;-0.480742;-30.000000;-0.020094
2.047000;0.446830;0.458289;-0.011460;-0.480789;-30.000000;-0.035105
2.048000;0.437400;0.456321;-0.018921;-0.480868;-30.000000;-0.059865
2.049000;0.430320;0.450187;-0.019867;-0.480983;-30.000000;-0.085557
2.050000;0.427802;0.443153;-0.015351;-0.481122;-30.000000;-0.104883
2.052000;0.433097;0.439918;-0.006821;-0.481148;-30.000000;-0.019246
2.053000;0.438514;0.438437;0.000076;-0.481173;-30.000000;-0.018888
2.054000;0.442863;0.439536;0.003326;-0.481192;-30.000000;-0.014200
2.056000;0.448432;0.443351;0.005081;-0.481202;-30.000000;-0.007236
2.057000;0.459373;0.452506;0.006867;-0.481199;-30.000000;0.002016
2.058000;0.471061;0.464561;0.006500;-0.481185;-30.000000;0.010656
2.059000;0.473793;0.472480;0.001312;-0.481169;-30.000000;0.012264
2.061000;0.470314;0.477028;-0.006714;-0.481164;-30.000000;0.003148
2.062000;0.465919;0.478859;-0.012940;-0.481183;-30.000000;-0.014147
2.063000;0.466972;0.478126;-0.011154;-0.481222;-30.000000;-0.028830
2.064000;0.463569;0.467964;-0.004395;-0.481267;-30.000000;-0.034306
2.066000;0.455360;0.455695;-0.000336;-0.481313;-30.000000;-0.034296
2.067000;0.451591;0.452262;-0.000671;-0.481359;-30.000000;-0.034734
2.068000;0.449851;0.452186;-0.002335;-0.481409;-30.000000;-0.037383
2.070000;0.444266;0.449287;-0.005020;-0.481467;-30.000000;-0.043579
2.071000;0.439963;0.447623;-0.007660;-0.481538;-30.000000;-0.053211
2.072000;0.439277;0.445563;-0.006287;-0.481620;-30.000000;-0.060884
2.073000;0.443488;0.446403;-0.002914;-0.481705;-30.000000;-0.063958
2.075000;0.449607;0.450019;-0.000412;-0.481790;-30.000000;-0.063654
2.076000;0.456458;0.455665;0.000793;-0.481872;-30.000000;-0.061748
2.077000;0.465431;0.465309;0.000122;-0.481953;-30.000000;-0.060762
2.079000;0.470848;0.473869;-0.003021;-0.482038;-30.000000;-0.063980
2.080000;0.470451;0.477256;-0.006806;-0.482135;-30.000000;-0.072201
2.081000;0.468391;0.479408;-0.011017;-0.482249;-30.000000;-0.085928
2.082000;0.462974;0.479606;-0.016632;-0.482392;-30.000000;-0.106958
2.084000;0.452140;0.477440;-0.025299;-0.482453;-30.000000;-0.045931
2.085000;0.430137;0.467170;-0.037034;-0.482579;-30.000000;-0.094697
2.086000;0.414054;0.460441;-0.046387;-0.482786;-30.000000;-0.155285
2.088000;0.411017;0.459648;-0.048631;-0.482953;-30.000000;-0.124721
2.089000;0.406271;0.456840;-0.050568;-0.483082;-30.000000;-0.097150
2.090000;0.393759;0.450172;-0.056413;-0.483310;-30.000000;-0.171071
2.091000;0.394736;0.446494;-0.051759;-0.483503;-30.000000;-0.144468
2.093000;0.415610;0.444648;-0.029038;-0.483620;-30.000000;-0.087926
2.094000;0.447196;0.447257;-0.000061;-0.483736;-30.000000;-0.086835
2.095000;0.473930;0.452903;0.021027;-0.483813;-30.000000;-0.057641
2.096000;0.489952;0.462470;0.027481;-0.483840;-30.000000;-0.020231
2.098000;0.496513;0.473594;0.022919;-0.483826;-30.000000;0.010598
2.099000;0.494362;0.480400;0.013962;-0.483787;-30.000000;0.029072
2.100000;0.489479;0.482521;0.006958;-0.483736;-30.000000;0.037962
2.102000;0.485832;0.482017;0.003815;-0.483679;-30.000000;0.042542
2.103000;0.483146;0.478965;0.004181;-0.483616;-30.000000;0.047550
2.104000;0.477348;0.471794;0.005554;-0.483544;-30.000000;0.054322
2.105000;0.463050;0.456916;0.006134;-0.483461;-30.000000;0.061776
2.107000;0.454673;0.449500;0.005173;-0.483371;-30.000000;0.067850
2.108000;0.452750;0.448264;0.004486;-0.483274;-30.000000;0.072926
2.109000;0.446830;0.444404;0.002426;-0.483173;-30.000000;0.075189
2.111000;0.439353;0.440375;-0.001022;-0.483076;-30.000000;0.072823
2.112000;0.435691;0.437461;-0.001770;-0.482984;-30.000000;0.069492
2.113000;0.436835;0.437690;-0.000854;-0.482894;-30.000000;0.067426
2.114000;0.442313;0.442069;0.000244;-0.482805;-30.000000;0.066853
2.116000;0.451209;0.448859;0.002350;-0.482712;-30.000000;0.069095
2.117000;0.464439;0.458854;0.005585;-0.482612;-30.000000;0.075620
2.118000;0.475608;0.468650;0.006958;-0.482500;-30.000000;0.083889
2.120000;0.478370;0.473442;0.004929;-0.482381;-30.000000;0.089342
2.121000;0.477729;0.475257;0.002472;-0.482259;-30.000000;0.091447
2.122000;0.474632;0.474403;0.000229;-0.482138;-30.000000;0.090533
2.123000;0.471168;0.473228;-0.002060;-0.482023;-30.000000;0.086579
2.125000;0.459800;0.463233;-0.003433;-0.481915;-30.000000;0.080847
2.126000;0.448310;0.451911;-0.003601;-0.481815;-30.000000;0.074967
2.127000;0.445090;0.448524;-0.003433;-0.481722;-30.000000;0.069390
2.128000;0.442557;0.447486;-0.004929;-0.481640;-30.000000;0.061893
2.130000;0.434714;0.443442;-0.008728;-0.481574;-30.000000;0.049431
2.131000;0.422522;0.441657;-0.019135;-0.481543;-30.000000;0.023259
2.132000;0.402869;0.439155;-0.036286;-0.481577;-30.000000;-0.025433
2.134000;0.385901;0.439261;-0.053361;-0.481705;-30.000000;-0.096242
2.135000;0.377554;0.442191;-0.064637;-0.481947;-30.000000;-0.181141
2.136000;0.381003;0.448829;-0.067826;-0.482181;-30.000000;-0.175828
2.137000;0.405707;0.460243;-0.054536;-0.482385;-30.000000;-0.152864
2.139000;0.437064;0.470314;-0.033249;-0.482521;-30.000000;-0.101825
2.140000;0.456321;0.475471;-0.019150;-0.482564;-30.000000;-0.032668
2.141000;0.468650;0.477668;-0.009018;-0.482623;-30.000000;-0.044256
2.143000;0.480964;0.476478;0.004486;-0.482673;-30.000000;-0.037685
2.144000;0.489174;0.471458;0.017716;-0.482691;-30.000000;-0.013561
2.145000;0.481590;0.456855;0.024735;-0.482665;-30.000000;0.019599
2.146000;0.474495;0.449073;0.025422;-0.482594;-30.000000;0.053233
